Booking_ID,Booking_Date,Destination,State,Airline,Traveler_Type,Booking_Channel,Booking_Value,Customer_Rating
MMT100305,01-09-2023,Goa,Rajasthan,Vistara,Couple,Mobile App,33948,3.7
MMT100306,25-02-2022,Dubai,Maharashtra,Air India,Business,Website,41379,3.4
MMT100307,14-05-2023,Delhi,Goa,Akasa Air,Business,Travel Agent,14084,3.7
MMT100308,27-09-2024,Udaipur,Rajasthan,SpiceJet,Solo,Website,30240,4.2
MMT100309,10-12-2024,Kerala,Rajasthan,IndiGo,Business,Website,9685,3.2
MMT100310,11-01-2023,Leh,Ladakh,Akasa Air,Family,Travel Agent,25376,4.4
MMT100311,07-07-2023,Bangalore,Delhi,Air India,Couple,Travel Agent,20584,4.4
MMT100312,03-01-2024,Goa,Kerala,IndiGo,Couple,Travel Agent,22405,3.1
MMT100313,20-08-2023,Mumbai,Rajasthan,GoAir,Business,Website,33965,4.7
MMT100314,25-07-2022,Delhi,Rajasthan,GoAir,Solo,Mobile App,34419,5
MMT100315,16-11-2023,Dubai,Maharashtra,Akasa Air,Couple,Website,21679,3.9
MMT100316,16-02-2023,Mumbai,Himachal Pradesh,SpiceJet,Couple,Mobile App,25682,3.5
MMT100317,30-04-2024,Dubai,Ladakh,GoAir,Family,Website,38129,3.6
MMT100318,11-11-2022,Bangalore,Ladakh,Air India,Family,Mobile App,43743,3.8
MMT100319,25-06-2024,Mumbai,Rajasthan,Air India,Business,Website,13982,4.2
MMT100320,04-07-2024,Jaipur,Maharashtra,GoAir,Family,Travel Agent,11636,4.8
MMT100321,20-06-2023,Kerala,Maharashtra,Akasa Air,Solo,Website,22024,4.1
MMT100322,05-03-2023,Goa,Ladakh,Vistara,Solo,Travel Agent,37155,3.2
MMT100323,14-12-2024,Leh,Goa,Air India,Couple,Mobile App,19708,3.9
MMT100324,25-05-2022,Bangalore,Kerala,IndiGo,Couple,Website,37748,3.3
MMT100325,24-02-2023,Leh,Rajasthan,GoAir,Family,Mobile App,27982,4.3
MMT100326,16-03-2024,Mumbai,Kerala,IndiGo,Family,Website,33510,3.1
MMT100327,03-04-2024,Dubai,Ladakh,Vistara,Solo,Travel Agent,29988,4.7
MMT100328,11-01-2023,Kerala,Delhi,Akasa Air,Business,Mobile App,23943,3.5
MMT100329,03-11-2023,Bangalore,Karnataka,SpiceJet,Family,Mobile App,31434,3.7
MMT100330,27-07-2023,Dubai,Ladakh,Air India,Family,Mobile App,25710,3.9
MMT100331,02-05-2023,Goa,Himachal Pradesh,SpiceJet,Solo,Mobile App,31561,4.2
MMT100332,14-12-2023,Dubai,Karnataka,Air India,Family,Mobile App,25585,4
MMT100333,13-12-2023,Leh,Goa,Akasa Air,Family,Mobile App,9896,3.5
MMT100334,09-08-2024,Manali,Delhi,Akasa Air,Solo,Mobile App,44649,4
MMT100335,25-07-2024,Dubai,UAE,Air India,Solo,Travel Agent,7697,4.7
MMT100336,12-09-2022,Jaipur,Maharashtra,Air India,Couple,Travel Agent,39702,4.3
MMT100337,02-07-2024,Dubai,UAE,Vistara,Family,Website,27491,4
MMT100338,26-03-2024,Dubai,Rajasthan,Vistara,Solo,Website,37104,4.7
MMT100339,16-03-2022,Manali,Delhi,Akasa Air,Solo,Mobile App,4905,4.1
MMT100340,17-03-2024,Udaipur,Delhi,Vistara,Couple,Website,31015,4.8
MMT100341,14-03-2023,Leh,UAE,Vistara,Solo,Website,4609,5
MMT100342,12-06-2023,Mumbai,Goa,GoAir,Solo,Website,34350,4.2
MMT100343,27-10-2024,Bangalore,Karnataka,Akasa Air,Solo,Travel Agent,21546,4.4
MMT100344,02-02-2023,Leh,Delhi,IndiGo,Solo,Mobile App,29739,3.9
MMT100345,20-08-2022,Kerala,Karnataka,SpiceJet,Couple,Mobile App,5964,4.5
MMT100346,17-11-2023,Bangalore,Maharashtra,GoAir,Family,Website,8129,4.5
MMT100347,05-02-2023,Delhi,UAE,Akasa Air,Family,Website,3519,4
MMT100348,15-02-2022,Jaipur,Delhi,IndiGo,Business,Travel Agent,27772,3.2
MMT100349,08-08-2024,Mumbai,Delhi,Air India,Couple,Mobile App,35847,3.7
MMT100350,05-11-2022,Leh,Rajasthan,SpiceJet,Couple,Website,10077,3.2
MMT100351,19-09-2024,Jaipur,Karnataka,Akasa Air,Business,Travel Agent,14846,4.2
MMT100352,16-12-2024,Kerala,Delhi,IndiGo,Family,Mobile App,15589,3.6
MMT100353,30-12-2024,Kerala,Kerala,Vistara,Business,Website,9762,4.4
MMT100354,20-03-2024,Udaipur,Maharashtra,Air India,Family,Mobile App,21611,4
MMT100355,09-07-2024,Mumbai,Karnataka,Air India,Family,Travel Agent,19629,4.4
MMT100356,07-09-2022,Kerala,Ladakh,Akasa Air,Family,Travel Agent,4464,4
MMT100357,20-05-2023,Leh,Karnataka,SpiceJet,Business,Travel Agent,4964,5
MMT100358,27-03-2024,Delhi,UAE,SpiceJet,Solo,Website,11106,3.1
MMT100359,16-06-2023,Dubai,Maharashtra,GoAir,Solo,Travel Agent,12577,3.3
MMT100360,07-07-2023,Delhi,Kerala,Air India,Family,Mobile App,4471,4.2
MMT100361,07-10-2023,Kerala,Goa,Vistara,Solo,Mobile App,40362,4.3
MMT100362,11-04-2023,Mumbai,UAE,GoAir,Solo,Travel Agent,6363,4
MMT100363,27-02-2023,Delhi,Karnataka,Vistara,Business,Mobile App,7100,3.7
MMT100364,13-12-2022,Leh,Rajasthan,Air India,Family,Mobile App,32270,3.8
MMT100365,22-03-2024,Kerala,Delhi,GoAir,Couple,Website,23843,3.5
MMT100366,10-11-2024,Manali,Himachal Pradesh,SpiceJet,Solo,Website,35957,3.7
MMT100367,15-01-2022,Manali,UAE,Vistara,Couple,Travel Agent,16190,3
MMT100368,18-08-2022,Udaipur,Himachal Pradesh,Vistara,Family,Website,46625,4.6
MMT100369,02-01-2024,Bangalore,UAE,IndiGo,Couple,Mobile App,16663,3.3
MMT100370,24-04-2024,Bangalore,Karnataka,Vistara,Solo,Website,39838,4
MMT100371,02-12-2024,Goa,Goa,IndiGo,Solo,Website,18371,4.4
MMT100372,11-07-2024,Delhi,Himachal Pradesh,Vistara,Couple,Mobile App,43345,4.6
MMT100373,29-05-2022,Leh,Maharashtra,GoAir,Family,Website,14848,4.6
MMT100374,22-02-2023,Udaipur,Himachal Pradesh,Vistara,Couple,Travel Agent,28438,4.7
MMT100375,16-06-2023,Leh,Goa,GoAir,Business,Website,34809,4.8
MMT100376,23-11-2024,Mumbai,Rajasthan,IndiGo,Business,Website,3481,3.1
MMT100377,14-05-2024,Mumbai,Ladakh,IndiGo,Business,Travel Agent,18730,4.8
MMT100378,26-08-2022,Leh,Goa,IndiGo,Solo,Travel Agent,31813,4.6
MMT100379,03-02-2024,Delhi,Goa,IndiGo,Business,Mobile App,3934,3.1
MMT100380,14-03-2024,Jaipur,UAE,GoAir,Family,Mobile App,45977,3.9
MMT100381,04-12-2024,Kerala,Himachal Pradesh,SpiceJet,Business,Mobile App,23554,4.6
MMT100382,27-09-2024,Udaipur,UAE,Vistara,Solo,Website,5919,4
MMT100383,01-01-2023,Kerala,Ladakh,Akasa Air,Solo,Mobile App,26050,3
MMT100384,16-01-2022,Leh,Himachal Pradesh,Vistara,Solo,Travel Agent,48682,3.8
MMT100385,02-11-2023,Goa,Karnataka,IndiGo,Couple,Website,6806,4.7
MMT100386,15-09-2024,Goa,Maharashtra,GoAir,Couple,Website,39297,4.4
MMT100387,26-12-2024,Udaipur,Delhi,GoAir,Family,Website,11051,4.6
MMT100388,27-12-2023,Manali,Rajasthan,Akasa Air,Business,Mobile App,21691,4.8
MMT100389,03-03-2024,Dubai,Himachal Pradesh,Air India,Solo,Travel Agent,19400,3.1
MMT100390,24-05-2022,Delhi,Ladakh,Air India,Family,Mobile App,8296,4.6
MMT100391,10-09-2024,Udaipur,Karnataka,SpiceJet,Solo,Website,34106,3.5
MMT100392,16-03-2022,Leh,Himachal Pradesh,GoAir,Family,Website,20820,3.1
MMT100393,10-12-2022,Mumbai,Himachal Pradesh,Air India,Couple,Mobile App,31537,3.1
MMT100394,06-10-2023,Mumbai,UAE,Air India,Solo,Website,14746,4.7
MMT100395,24-02-2024,Delhi,Kerala,Akasa Air,Business,Website,48700,4
MMT100396,16-02-2023,Delhi,Kerala,SpiceJet,Business,Mobile App,46219,3.5
MMT100397,24-06-2022,Delhi,Delhi,Vistara,Couple,Website,49908,4.9
MMT100398,17-12-2024,Bangalore,Maharashtra,Akasa Air,Business,Mobile App,7650,3.6
MMT100399,11-06-2023,Goa,Delhi,Akasa Air,Family,Website,6560,4.8
MMT100400,06-02-2023,Udaipur,Rajasthan,Air India,Solo,Mobile App,16656,4.4
MMT100401,02-11-2024,Kerala,Delhi,SpiceJet,Couple,Website,41829,3.3
MMT100402,02-02-2023,Manali,Rajasthan,Air India,Solo,Mobile App,33541,3.1
MMT100403,24-04-2022,Mumbai,UAE,Vistara,Business,Mobile App,40393,4.3
MMT100404,20-05-2024,Leh,Delhi,Akasa Air,Business,Travel Agent,49245,4.5
MMT100405,26-05-2022,Mumbai,Himachal Pradesh,Air India,Family,Mobile App,21245,4.5
MMT100406,25-08-2023,Leh,Maharashtra,SpiceJet,Couple,Mobile App,8893,3.1
MMT100407,28-09-2024,Udaipur,Goa,IndiGo,Family,Website,25076,3.9
MMT100408,17-02-2023,Kerala,Maharashtra,IndiGo,Couple,Mobile App,38613,4.4
MMT100409,28-05-2023,Manali,Karnataka,IndiGo,Solo,Travel Agent,41146,3.9
MMT100410,02-05-2022,Udaipur,Kerala,Vistara,Couple,Travel Agent,10769,3
MMT100411,07-06-2024,Manali,Himachal Pradesh,SpiceJet,Couple,Website,19916,4.9
MMT100412,11-06-2023,Goa,Delhi,Vistara,Business,Website,42876,4.8
MMT100413,14-02-2023,Udaipur,Maharashtra,GoAir,Family,Travel Agent,8663,3.7
MMT100414,30-07-2024,Mumbai,Delhi,GoAir,Couple,Website,32890,4.6
MMT100415,24-03-2022,Mumbai,Goa,IndiGo,Couple,Mobile App,11450,5
MMT100416,02-03-2023,Manali,Karnataka,GoAir,Couple,Mobile App,5527,4.3
MMT100417,21-12-2023,Kerala,Maharashtra,Vistara,Business,Mobile App,10387,4.5
MMT100418,17-12-2024,Manali,Karnataka,Air India,Family,Mobile App,35773,3.5
MMT100419,19-06-2023,Goa,Rajasthan,IndiGo,Solo,Mobile App,9565,3.6
MMT100420,13-05-2024,Dubai,UAE,GoAir,Solo,Travel Agent,11626,3.8
MMT100421,21-02-2022,Leh,Rajasthan,Akasa Air,Solo,Travel Agent,21238,4.7
MMT100422,08-03-2023,Bangalore,Goa,Akasa Air,Couple,Travel Agent,24035,3.8
MMT100423,29-07-2024,Kerala,Kerala,Akasa Air,Business,Mobile App,38811,4.1
MMT100424,19-03-2022,Dubai,Ladakh,Vistara,Family,Website,49125,3.4
MMT100425,24-04-2023,Delhi,Rajasthan,Vistara,Couple,Travel Agent,11713,3.8
MMT100426,09-11-2022,Leh,Karnataka,Vistara,Business,Website,26424,4.9
MMT100427,25-03-2024,Manali,Rajasthan,SpiceJet,Family,Website,15181,3.3
MMT100428,29-07-2024,Goa,Maharashtra,GoAir,Solo,Website,43850,5
MMT100429,25-11-2024,Dubai,Ladakh,Air India,Business,Mobile App,25219,3.5
MMT100430,14-12-2022,Mumbai,Kerala,GoAir,Family,Mobile App,40844,4.2
MMT100431,24-06-2024,Delhi,Karnataka,SpiceJet,Business,Website,10679,3.3
MMT100432,21-11-2024,Goa,Himachal Pradesh,Akasa Air,Couple,Mobile App,15745,4.1
MMT100433,25-05-2022,Leh,Karnataka,Vistara,Family,Travel Agent,24527,4
MMT100434,26-09-2024,Delhi,Goa,Air India,Couple,Mobile App,26815,3.4
MMT100435,24-03-2023,Leh,Karnataka,SpiceJet,Family,Travel Agent,44490,3.9
MMT100436,09-02-2023,Dubai,Kerala,Akasa Air,Solo,Mobile App,15500,3.2
MMT100437,25-10-2023,Delhi,Karnataka,Air India,Couple,Mobile App,22332,3.5
MMT100438,25-12-2024,Kerala,Kerala,SpiceJet,Family,Travel Agent,41841,4.1
MMT100439,18-03-2022,Manali,Goa,IndiGo,Family,Mobile App,5823,4.7
MMT100440,06-06-2022,Kerala,Ladakh,GoAir,Couple,Website,11555,4.9
MMT100441,04-07-2024,Jaipur,Rajasthan,SpiceJet,Business,Website,12051,3.2
MMT100442,17-12-2023,Delhi,Ladakh,Air India,Family,Travel Agent,8518,4.4
MMT100443,18-03-2024,Leh,Goa,Air India,Solo,Mobile App,38071,4.5
MMT100444,25-12-2024,Mumbai,Himachal Pradesh,GoAir,Business,Website,12712,3.1
MMT100445,02-07-2022,Kerala,UAE,Akasa Air,Solo,Mobile App,26783,4.7
MMT100446,23-09-2023,Udaipur,Himachal Pradesh,IndiGo,Solo,Website,6950,4.2
MMT100447,21-07-2022,Bangalore,Karnataka,SpiceJet,Business,Website,48953,3.9
MMT100448,20-12-2022,Udaipur,Karnataka,GoAir,Couple,Website,23463,4.3
MMT100449,10-07-2022,Goa,Maharashtra,Vistara,Business,Mobile App,20638,3.5
MMT100450,31-10-2022,Manali,Maharashtra,GoAir,Solo,Website,21726,4.7
MMT100451,29-03-2023,Delhi,Karnataka,Akasa Air,Business,Mobile App,32032,3.2
MMT100452,05-01-2022,Mumbai,Delhi,IndiGo,Couple,Website,45045,3.3
MMT100453,30-06-2022,Mumbai,Karnataka,IndiGo,Business,Website,19196,3.5
MMT100454,12-01-2024,Bangalore,Rajasthan,Akasa Air,Couple,Mobile App,25595,3.4
MMT100455,20-06-2024,Mumbai,Delhi,IndiGo,Family,Travel Agent,23705,4.7
MMT100456,29-07-2022,Jaipur,UAE,Vistara,Business,Mobile App,49102,5
MMT100457,27-05-2024,Jaipur,Kerala,Air India,Solo,Mobile App,25198,5
MMT100458,23-01-2024,Dubai,Himachal Pradesh,Vistara,Family,Website,36362,3.1
MMT100459,31-08-2023,Delhi,UAE,IndiGo,Business,Mobile App,30739,3.6
MMT100460,24-08-2022,Kerala,Himachal Pradesh,Air India,Business,Mobile App,36722,3.2
MMT100461,31-07-2024,Bangalore,Goa,SpiceJet,Family,Travel Agent,43590,3.8
MMT100462,10-09-2022,Manali,Maharashtra,IndiGo,Family,Travel Agent,45343,3.9
MMT100463,03-10-2023,Delhi,UAE,SpiceJet,Business,Travel Agent,25011,4.2
MMT100464,19-08-2023,Delhi,Delhi,Akasa Air,Family,Website,7160,4.6
MMT100465,05-03-2022,Goa,Karnataka,GoAir,Solo,Website,11802,3.6
MMT100466,12-05-2024,Manali,Kerala,Vistara,Couple,Travel Agent,45668,3
MMT100467,28-01-2024,Dubai,Goa,GoAir,Family,Travel Agent,15844,3.7
MMT100468,01-03-2024,Manali,Karnataka,Vistara,Couple,Travel Agent,7136,3.6
MMT100469,07-06-2023,Manali,Karnataka,GoAir,Couple,Travel Agent,39785,3.6
MMT100470,22-07-2024,Goa,Karnataka,Vistara,Solo,Travel Agent,26222,4.9
MMT100471,02-05-2022,Kerala,Delhi,Air India,Solo,Travel Agent,47919,4.8
MMT100472,12-03-2022,Jaipur,Goa,Air India,Solo,Travel Agent,6412,3
MMT100473,12-01-2023,Delhi,Himachal Pradesh,SpiceJet,Family,Website,25646,3.2
MMT100474,24-12-2023,Manali,Rajasthan,SpiceJet,Family,Travel Agent,41545,3.7
MMT100475,13-04-2024,Delhi,Goa,Air India,Business,Mobile App,29666,4.4
MMT100476,26-06-2022,Dubai,UAE,Air India,Solo,Travel Agent,31166,4.8
MMT100477,15-07-2024,Manali,Rajasthan,IndiGo,Family,Website,22018,3.7
MMT100478,08-01-2023,Goa,Maharashtra,Akasa Air,Business,Website,34927,4.3
MMT100479,05-08-2024,Kerala,Maharashtra,Vistara,Solo,Mobile App,44653,4.9
MMT100480,01-10-2022,Jaipur,Karnataka,SpiceJet,Family,Travel Agent,33706,3.4
MMT100481,23-10-2022,Dubai,Himachal Pradesh,IndiGo,Couple,Website,3785,4
MMT100482,06-08-2022,Kerala,Rajasthan,Akasa Air,Family,Website,23321,3.6
MMT100483,02-04-2024,Leh,Rajasthan,IndiGo,Family,Website,12808,4.3
MMT100484,20-05-2024,Delhi,Karnataka,Akasa Air,Business,Travel Agent,16135,3.4
MMT100485,26-04-2023,Goa,UAE,Air India,Family,Website,32223,5
MMT100486,17-09-2023,Delhi,Ladakh,Akasa Air,Couple,Travel Agent,26608,4.6
MMT100487,28-03-2024,Leh,Kerala,Vistara,Couple,Website,35721,3.1
MMT100488,16-04-2023,Goa,Rajasthan,Air India,Business,Travel Agent,49804,3.1
MMT100489,31-10-2022,Kerala,Delhi,SpiceJet,Business,Travel Agent,31820,4
MMT100490,26-03-2023,Manali,Maharashtra,Air India,Solo,Travel Agent,45093,4.2
MMT100491,23-10-2024,Leh,Delhi,Air India,Business,Website,21966,4
MMT100492,22-07-2024,Dubai,Himachal Pradesh,Air India,Solo,Website,9671,4
MMT100493,14-02-2022,Udaipur,Goa,Vistara,Solo,Mobile App,41338,5
MMT100494,30-01-2024,Mumbai,Kerala,GoAir,Business,Travel Agent,9185,4.3
MMT100495,21-12-2023,Manali,Ladakh,SpiceJet,Couple,Website,46027,3.2
MMT100496,09-09-2023,Jaipur,Delhi,Akasa Air,Couple,Mobile App,48055,3.9
MMT100497,03-04-2023,Jaipur,UAE,SpiceJet,Solo,Travel Agent,17512,3.6
MMT100498,29-10-2023,Dubai,Karnataka,GoAir,Couple,Mobile App,39215,3.7
MMT100499,20-03-2023,Leh,UAE,IndiGo,Family,Mobile App,4630,4.4
MMT100500,02-01-2022,Dubai,Maharashtra,Vistara,Business,Website,19557,3.1
MMT100501,09-10-2023,Goa,Delhi,GoAir,Couple,Website,31899,4.1
MMT100502,26-09-2024,Bangalore,Maharashtra,GoAir,Family,Travel Agent,10239,3.2
MMT100503,05-11-2024,Leh,Goa,Air India,Solo,Website,22704,5
MMT100504,01-08-2022,Bangalore,Karnataka,Akasa Air,Couple,Website,45904,4.8
MMT100505,29-11-2024,Manali,Maharashtra,Vistara,Couple,Mobile App,29463,3.3
MMT100506,20-04-2022,Jaipur,Delhi,Air India,Solo,Travel Agent,29201,4.6
MMT100507,14-12-2022,Delhi,Rajasthan,Air India,Business,Mobile App,40542,3.5
MMT100508,12-07-2023,Dubai,Ladakh,SpiceJet,Couple,Mobile App,14567,4.8
MMT100509,11-11-2023,Goa,Himachal Pradesh,IndiGo,Business,Website,48029,4.7
MMT100510,01-03-2024,Mumbai,Kerala,GoAir,Couple,Mobile App,4378,3
MMT100511,01-03-2023,Udaipur,Maharashtra,Air India,Business,Travel Agent,14925,4
MMT100512,22-08-2024,Bangalore,Karnataka,Air India,Family,Website,42742,3.1
MMT100513,01-09-2022,Kerala,Rajasthan,SpiceJet,Couple,Mobile App,13389,4.7
MMT100514,31-01-2022,Jaipur,Rajasthan,SpiceJet,Solo,Website,38252,3.7
MMT100515,11-07-2023,Mumbai,Delhi,Akasa Air,Couple,Website,46092,4.6
MMT100516,16-10-2023,Dubai,Ladakh,Vistara,Business,Travel Agent,7877,4.2
MMT100517,17-09-2022,Dubai,Rajasthan,Akasa Air,Business,Mobile App,49211,4.5
MMT100518,16-11-2023,Jaipur,Delhi,Air India,Business,Website,3479,3.2
MMT100519,10-11-2024,Mumbai,Delhi,Akasa Air,Solo,Mobile App,4478,3.2
MMT100520,02-10-2023,Manali,Kerala,Vistara,Solo,Website,46898,3.1
MMT100521,19-06-2024,Jaipur,Kerala,Vistara,Couple,Travel Agent,44950,4.9
MMT100522,03-01-2022,Udaipur,Himachal Pradesh,Akasa Air,Family,Mobile App,27400,3.6
MMT100523,12-05-2023,Udaipur,Rajasthan,Vistara,Couple,Website,34106,3.7
MMT100524,10-11-2022,Leh,Rajasthan,SpiceJet,Couple,Mobile App,28702,5
MMT100525,09-06-2023,Manali,Maharashtra,Air India,Solo,Mobile App,43396,3.5
MMT100526,19-01-2023,Mumbai,Goa,GoAir,Business,Website,20473,3.6
MMT100527,28-02-2024,Delhi,Himachal Pradesh,SpiceJet,Business,Website,18176,4.7
MMT100528,04-03-2022,Leh,Delhi,SpiceJet,Family,Website,8092,4.7
MMT100529,22-02-2022,Delhi,Ladakh,Akasa Air,Couple,Website,18139,4.3
MMT100530,16-03-2022,Delhi,Delhi,Vistara,Solo,Website,32208,3.8
MMT100531,17-11-2022,Kerala,Ladakh,Vistara,Business,Website,21900,3.8
MMT100532,24-12-2023,Dubai,Rajasthan,Akasa Air,Solo,Mobile App,21668,4.9
MMT100533,22-07-2023,Jaipur,Rajasthan,GoAir,Family,Website,28016,3.3
MMT100534,25-02-2024,Manali,Maharashtra,Vistara,Family,Website,13753,3.3
MMT100535,05-04-2024,Mumbai,Delhi,GoAir,Couple,Website,11353,3.8
MMT100536,06-09-2024,Delhi,Delhi,IndiGo,Couple,Travel Agent,14593,3.4
MMT100537,03-06-2022,Jaipur,Rajasthan,Vistara,Solo,Website,6590,3.8
MMT100538,21-06-2023,Mumbai,UAE,Akasa Air,Couple,Travel Agent,30525,4.3
MMT100539,07-07-2022,Mumbai,Himachal Pradesh,SpiceJet,Business,Website,9801,4.9
MMT100540,30-06-2022,Udaipur,UAE,Akasa Air,Family,Website,17666,3.6
MMT100541,29-01-2022,Bangalore,Kerala,SpiceJet,Solo,Website,10668,4.5
MMT100542,05-02-2023,Manali,Rajasthan,SpiceJet,Solo,Travel Agent,9815,3
MMT100543,31-08-2024,Bangalore,Himachal Pradesh,IndiGo,Solo,Mobile App,37552,4.3
MMT100544,28-04-2023,Mumbai,Delhi,Akasa Air,Couple,Website,45973,4.1
MMT100545,12-05-2023,Delhi,Ladakh,GoAir,Family,Mobile App,11289,3.6
MMT100546,05-03-2023,Mumbai,Kerala,SpiceJet,Couple,Website,10143,4.4
MMT100547,05-06-2022,Mumbai,Delhi,GoAir,Business,Mobile App,46528,3.7
MMT100548,12-05-2022,Bangalore,Rajasthan,IndiGo,Solo,Website,13943,3.8
MMT100549,02-11-2024,Jaipur,Rajasthan,Air India,Couple,Website,33267,4.9
MMT100550,15-11-2024,Kerala,Kerala,Akasa Air,Solo,Mobile App,36049,5
MMT100551,04-08-2022,Mumbai,Rajasthan,GoAir,Family,Website,37498,3.4
MMT100552,09-01-2024,Manali,Maharashtra,IndiGo,Family,Travel Agent,4794,3.8
MMT100553,12-02-2022,Udaipur,Ladakh,Akasa Air,Solo,Website,18579,4.3
MMT100554,04-05-2022,Delhi,Kerala,SpiceJet,Couple,Travel Agent,18879,3.5
MMT100555,16-04-2024,Leh,Rajasthan,GoAir,Solo,Mobile App,22093,4.7
MMT100556,27-07-2022,Jaipur,Maharashtra,SpiceJet,Couple,Travel Agent,8276,4.9
MMT100557,19-06-2022,Leh,UAE,GoAir,Business,Website,11208,4.5
MMT100558,06-09-2022,Bangalore,UAE,SpiceJet,Family,Website,12749,3
MMT100559,02-07-2023,Dubai,Ladakh,GoAir,Family,Website,8522,4
MMT100560,01-06-2022,Dubai,Rajasthan,IndiGo,Business,Travel Agent,9033,4.5
MMT100561,11-01-2023,Leh,Himachal Pradesh,GoAir,Couple,Travel Agent,28843,3.4
MMT100562,14-08-2024,Jaipur,Kerala,GoAir,Solo,Mobile App,7606,3
MMT100563,21-05-2023,Delhi,Himachal Pradesh,Air India,Business,Website,38149,3.1
MMT100564,24-01-2022,Delhi,Himachal Pradesh,GoAir,Couple,Website,35825,3.8
MMT100565,11-12-2022,Goa,Maharashtra,Vistara,Solo,Website,41972,3.7
MMT100566,14-05-2023,Manali,Karnataka,SpiceJet,Family,Travel Agent,14776,4.2
MMT100567,01-09-2024,Kerala,Kerala,Vistara,Couple,Mobile App,18852,4.2
MMT100568,14-04-2022,Dubai,Goa,IndiGo,Couple,Mobile App,22656,3.5
MMT100569,27-08-2022,Dubai,Ladakh,Vistara,Solo,Travel Agent,39037,3.5
MMT100570,11-02-2024,Manali,Rajasthan,IndiGo,Solo,Travel Agent,5239,3.4
MMT100571,03-01-2024,Mumbai,Delhi,GoAir,Family,Travel Agent,3244,3.9
MMT100572,03-08-2024,Leh,Maharashtra,SpiceJet,Business,Travel Agent,19858,4.5
MMT100573,20-07-2024,Mumbai,Ladakh,GoAir,Couple,Website,9814,3.9
MMT100574,17-06-2023,Kerala,Ladakh,IndiGo,Solo,Mobile App,34651,3.9
MMT100575,23-06-2023,Leh,Kerala,Vistara,Solo,Mobile App,43902,3.4
MMT100576,12-04-2022,Leh,UAE,Vistara,Family,Mobile App,12804,3.1
MMT100577,05-01-2022,Mumbai,Karnataka,Air India,Business,Website,40773,3.3
MMT100578,05-01-2023,Leh,Rajasthan,Air India,Family,Website,22965,3.9
MMT100579,17-11-2024,Kerala,Delhi,GoAir,Couple,Mobile App,36508,3.6
MMT100580,07-11-2024,Mumbai,Rajasthan,GoAir,Solo,Travel Agent,29320,4.2
MMT100581,13-08-2022,Manali,Himachal Pradesh,GoAir,Business,Website,25571,3.3
MMT100582,31-07-2023,Kerala,Karnataka,IndiGo,Business,Mobile App,20985,4
MMT100583,09-08-2023,Mumbai,Kerala,SpiceJet,Family,Travel Agent,40539,4
MMT100584,12-01-2023,Manali,Kerala,Akasa Air,Family,Website,33701,4.2
MMT100585,11-09-2023,Mumbai,Delhi,Akasa Air,Couple,Travel Agent,5369,4.6
MMT100586,12-08-2023,Mumbai,Rajasthan,Air India,Family,Website,19441,3.3
MMT100587,26-07-2024,Dubai,Kerala,GoAir,Couple,Mobile App,46049,4.1
MMT100588,04-03-2023,Bangalore,Maharashtra,GoAir,Solo,Mobile App,40028,4.1
MMT100589,09-11-2022,Goa,Rajasthan,Air India,Couple,Mobile App,3744,3.4
MMT100590,19-08-2022,Mumbai,Goa,IndiGo,Family,Website,33629,4.3
MMT100591,30-12-2024,Goa,Himachal Pradesh,Vistara,Couple,Website,25436,4.8
MMT100592,22-09-2022,Leh,Karnataka,GoAir,Couple,Travel Agent,43640,3
MMT100593,20-08-2022,Dubai,Maharashtra,SpiceJet,Family,Travel Agent,8006,3.4
MMT100594,24-09-2024,Udaipur,Rajasthan,GoAir,Couple,Travel Agent,12636,3.9
MMT100595,17-11-2023,Mumbai,UAE,Akasa Air,Family,Website,22994,4
MMT100596,06-10-2024,Manali,Goa,Vistara,Business,Mobile App,29437,4.3
MMT100597,19-10-2023,Udaipur,Karnataka,Akasa Air,Couple,Website,3427,4
MMT100598,26-05-2023,Dubai,Rajasthan,GoAir,Business,Travel Agent,40359,4.2
MMT100599,08-06-2024,Leh,Karnataka,Vistara,Family,Travel Agent,15116,3.1
MMT100600,07-03-2024,Udaipur,UAE,SpiceJet,Family,Website,14142,4.4
MMT100601,19-10-2024,Mumbai,Maharashtra,SpiceJet,Family,Website,15510,4.9
MMT100602,18-10-2022,Manali,Rajasthan,Akasa Air,Family,Travel Agent,15325,3.8
MMT100603,13-03-2022,Delhi,Goa,Vistara,Family,Mobile App,43029,4.9
MMT100604,05-01-2023,Jaipur,Maharashtra,GoAir,Couple,Travel Agent,20857,4.5
MMT100605,31-08-2022,Jaipur,Rajasthan,Vistara,Couple,Mobile App,24544,4.7
MMT100606,04-01-2022,Leh,Ladakh,SpiceJet,Family,Website,34396,3.6
MMT100607,09-08-2023,Bangalore,Delhi,SpiceJet,Couple,Mobile App,28762,3.2
MMT100608,17-08-2023,Manali,Goa,Akasa Air,Solo,Website,38336,4.2
MMT100609,29-05-2024,Delhi,Rajasthan,SpiceJet,Family,Travel Agent,5039,3.3
MMT100610,23-05-2024,Delhi,Goa,IndiGo,Couple,Travel Agent,23224,3.9
MMT100611,18-03-2023,Kerala,Karnataka,Air India,Family,Mobile App,16785,4.3
MMT100612,25-06-2024,Mumbai,Goa,Akasa Air,Family,Travel Agent,28934,3.2
MMT100613,20-05-2022,Bangalore,Maharashtra,Vistara,Couple,Mobile App,42859,3.7
